,id,name,corp_id,corp_name,at_present_fouds_id,at_present_fouds_name,job_duration_days,at_present_total_size,at_present_best_profit,at_present_fouds_num
334,30589220,范习辉,80280036,圆信永丰基金,"004148,006969,009054","圆信永丰多策略,圆信永丰高端制造混合,圆信永丰沣泰混合",1027,1079000000.0,139.04,3
335,30474681,方旭赟,80355783,国寿安保基金,"004225,004226,004629,004760,004761,011734,011735","国寿安保稳诚混合A,国寿安保稳诚混合C,国寿安保安瑞纯债债券,国寿安保稳瑞混合A,国寿安保稳瑞混合C,国寿安保裕丰混合A,国寿安保裕丰混合C",1805,3613000000.0000005,42.56,7
336,30072426,范妍,80280036,圆信永丰基金,"001736,004958,004959,005108,008245,008246,010064,010065,010469,010470","圆信永丰优加生活,圆信永丰优享生活,圆信永丰优悦生活混合,圆信永丰双利优选,圆信永丰致优混合A,圆信永丰致优混合C,圆信永丰兴研A,圆信永丰兴研C,圆信永丰聚优股票A,圆信永丰聚优股票C",2056,11797000000.0,223.1,10
337,30546172,费逸,80000248,广发基金,"002133,010026,010161,010162,011136,011137,270021","广发鑫益混合,广发聚瑞混合C,广发瑞安精选股票A,广发瑞安精选股票C,广发盛兴混合A,广发盛兴混合C,广发聚瑞混合A",1426,11674000000.0,163.67,7
338,30459969,樊勇,80000245,金鹰基金,"002844,003853,005885,011260,011261","金鹰多元策略混合,金鹰信息产业股票A,金鹰信息产业股票C,金鹰新能源混合A,金鹰新能源混合C",976,1876000000.0000002,325.19,5
339,30683401,冯赟,80560389,国融基金,"006009,006010,006231,006232,006601,006602,006718,006719,007381,007382","国融融银灵活配置混合A,国融融银灵活配置混合C,国融融君混合A,国融融君混合C,国融融泰灵活配置混合A,国融融泰灵活配置混合C,国融融盛龙头严选混合A,国融融盛龙头严选混合C,国融融信消费严选混合A,国融融信消费严选混合C",615,108000000.0,32.14,10
340,30713420,方圆,80016241,中金公司,"920012,920926","中金汇越量化3个月定开混合A,中金汇越量化3个月定开混合C",270,110000000.00000001,7.08,2
341,30490981,樊艳,80000064,华安证券,"970006,970007,970008,970024,970025","华安证券汇赢增利一年持有混合A,华安证券汇赢增利一年持有混合B,华安证券汇赢增利一年持有混合C,华安证券聚赢一年持有A,华安证券聚赢一年持有B",237,769000000.0,6.18,5
342,30690105,傅瑶纯,80000243,长信基金,"004998,004999,519981","长信全球债券人民币,长信全球债券美元,长信标普100等权重指数",529,885000000.0,23.57,3
343,30587429,方钰涵,80050229,上投摩根基金,"001766,001984","上投摩根医疗健康股票,上投摩根中国生物医药(QDII)",1046,2919000000.0,135.78,2
344,30733021,付瑜瑾,80385906,红土创新基金,180301,盐港REIT,7,-100000000.0,0.0,1
345,30716736,傅煜清,80067635,汇丰晋信基金,"540005,540011,541005,541011","汇丰晋信平稳增利中短债A,汇丰晋信货币A,汇丰晋信平稳增利中短债C,汇丰晋信货币B",116,14691999999.999998,1.26,4
346,30079451,冯雨生,80000227,长盛基金,"003658,006478,080003,080005","长盛量化多策略灵活配置混合,长盛多因子策略优选,长盛积极配置债券,长盛量化红利混合",3626,944000000.0,92.87,4
347,30040221,傅友兴,80000248,广发基金,"009326,009951,009952,270002,501070","广发稳健增长混合C,广发稳健回报混合A,广发稳健回报混合C,广发稳健增长混合A,广发睿阳三年定开混合",3051,38359000000.0,175.71,5
348,30663622,樊亚筠,80192219,上海光大证券资产管理,"860012,860033","光大阳光稳债收益12个月持有债券A,光大阳光稳债收益12个月持有债券C",196,7055000000.0,2.35,2
349,30643768,冯正彦,80000223,嘉实基金,070031,嘉实全球房地产(QDII),845,84000000.0,47.22,1
350,30338741,高兵,80053204,华商基金,"001822,001933","华商智能生活灵活配置混合,华商新兴活力混合",2005,209000000.0,116.22,2
351,30362194,过蓓蓓,80053708,汇添富基金,"000248,007076,007077,007153,007154,159839,159912,159928,159929,159930,159931,470068,501009,501010,501011,501012,501057,501058,512820,515800,516390","汇添富中证主要消费ETF联接,汇添富中证医药ETF联接A,汇添富中证医药ETF联接C,添富中证银行ETF联接A,添富中证银行ETF联接C,汇添富国证生物医药ETF,汇添富深证300ETF,汇添富中证主要消费ETF,汇添富中证医药卫生ETF,汇添富中证能源ETF,汇添富中证金融地产ETF,汇添富深证300ETF联接,汇添富中证生物科技指数A,汇添富中证生物科技指数C,汇添富中证中药指数(LOF)A,汇添富中证中药指数(LOF)C,汇添富中证新能源汽车A,汇添富中证新能源汽车C,汇添富中证银行ETF,添富中证800ETF,汇添富中证新能源汽车产业ETF",2142,26822000000.000004,248.86,21
352,30067732,郭晨,80050229,上投摩根基金,"001313,001482,005593,011196,011197,379010","上投摩根智慧互联股票,上投摩根新兴服务股票,上投创新商业模式混合,上投摩根优势成长混合A,上投摩根优势成长混合C,上投摩根中小盘混合",3709,2383000000.0,153.23,6
353,30574435,葛晨,80000226,博时基金,"009468,009469,010994,010995,011895,012086,012087,050026","博时健康成长双周定期可赎回混合A,博时健康成长双周定期可赎回混合C,博时创新经济混合A,博时创新经济混合C,博时医疗保健行业混合C,博时健康生活混合A,博时健康生活混合C,博时医疗保健行业混合A",1162,8514000000.0,184.52,8
354,30692445,高琛,80156175,国泰君安资产管理,"952013,952313","国君资管君得益三个月持有混合A,国君资管君得益三个月持有混合C",210,7066000000.0,8.98,2
355,30727597,龚超,80380794,创金合信基金,"011142,011143","创金合信新材料新能源股票A,创金合信新材料新能源股票C",77,441000000.0,24.07,2
356,30164234,郭成东,80175511,德邦基金,"010783,010784","德邦沪港深龙头混合A,德邦沪港深龙头混合C",871,287000000.0,42.59,2
357,30402730,高春梅,80560408,同泰基金,"007770,007771,008728,008729,009278,009279","同泰开泰混合A,同泰开泰混合C,同泰恒利纯债A,同泰恒利纯债C,同泰恒兴纯债A,同泰恒兴纯债C",656,679000000.0,50.25,6
358,30590412,高崇南,80000224,国泰基金,000199,国泰量化策略收益混合,1015,200999999.99999997,76.89,1
359,30541989,甘传琦,80341238,中融基金,"001387,001388,001701,010008,010009,010613,010614,010697,010698,168207","中融新经济混合A,中融新经济混合C,中融产业升级混合,中融成长优选混合A,中融成长优选混合C,中融产业趋势一年定开混合A,中融产业趋势一年定开混合C,中融行业先锋6个月持有混合A,中融行业先锋6个月持有混合C,中融创业板两年定开混合",1470,2586000000.0,167.92,10
360,30201299,刚登峰,80145102,东方红资产管理,"001712,003396,004278,169103","东方红优势精选混合,东方红优享红利混合,东方红智逸沪港深定开混合,东方红睿轩三年定开混合",2232,14088000000.0,166.09,4
361,30697836,谷丹青,80000240,万家基金,"001530,003734,003735,007703,007704,012007","万家瑞富灵活配置混合A,万家瑞盈灵活配置混合A,万家瑞盈灵活配置混合C,万家鑫盛纯债A,万家鑫盛纯债C,万家瑞富灵活配置混合C",202,5024000000.0,3.21,6
362,30698889,高德勇,80145102,东方红资产管理,"005056,005057,005058,007864,007865,010700,012683,012684","东方红货币A,东方红货币B,东方红货币E,东方红货币C,东方红货币D,东方红锦丰优选两年定开混合,东方红安盈甄选一年持有混合A,东方红安盈甄选一年持有混合C",399,15091000000.0,2.56,8
363,30073052,郭斐,80064562,交银施罗德基金,"008955,519727,519778","交银创新领航混合,交银成长30混合,交银经济新动力混合",1357,13060000000.0,193.58,3
364,30660830,高峰,80000223,嘉实基金,"004488,005229,007815,007816,008154,008155,159741,159823,159852,159951,159955,160717,160719,512550,515860,515870,515960,516550,517200","嘉实富时中国A50ETF联接A,嘉实富时中国A50ETF联接C,嘉实新兴科技100ETF联接A,嘉实新兴科技100ETF联接C,嘉实医药健康100ETF联接A,嘉实医药健康100ETF联接C,嘉实恒生科技ETF(QDII),嘉实恒生中国企业ETF(QDII),嘉实中证软件服务ETF,嘉实中关村A股ETF,嘉实创业板ETF,嘉实恒生中国企业,嘉实黄金,嘉实富时中国A50ETF,嘉实新兴科技100ETF,嘉实先进制造100ETF,嘉实医药健康100ETF,嘉实中证大农业ETF,嘉实中证沪港深互联网ETF",804,3103000000.0,88.92,19
365,30715452,葛飞,80036797,摩根士丹利华鑫基金,"000024,000025,001859,001860","大摩双利增强债券A,大摩双利增强债券C,大摩增值18个月开放债券A,大摩增值18个月开放债券C",241,7203000000.0,3.44,4
366,30664786,顾凡丁,80066470,中信保诚基金,"165510,165513","信诚四国配置,信诚全球商品主题",788,90000000.0,11.92,2
367,30137724,观富钦,80000248,广发基金,"005310,008297,009951,009952,010236","广发电子信息传媒股票A,广发价值优势混合,广发稳健回报混合A,广发稳健回报混合C,广发电子信息传媒股票C",1217,15622000000.0,102.07,5
368,30132980,高钢杰,80091787,浦银安盛基金,"007410,007411,009374,009375,159810,512590,515780","浦银安盛中证高股息ETF联接A,浦银安盛中证高股息ETF联接C,浦银安盛MSCI中国A股ETF联接A,浦银安盛MSCI中国A股ETF联接C,浦银安盛创业板ETF,浦银安盛中证高股息ETF,浦银安盛MSCI中国A股ETF",818,451000000.0,53.37,7
369,30196298,谷衡,80064225,工银瑞信基金,"000402,000403,009655,010510,482002,485007,485020,485022,485107,485120,485122","工银纯债债券A,工银纯债债券B,工银尊益中短债A,工银14天理财债券发起C,工银货币,工银添利债券B,工银14天理财债券发起B,工银尊益中短债F,工银添利债券A,工银14天理财债券发起A,工银尊益中短债C",3135,67121000000.0,23.03,11
370,30688160,郭卉,80351991,鑫元基金,"000814,000815,004031,004459,005497,006082,006083,006838,007761,008139,008229,008806,010459","鑫元合享纯债C,鑫元合享纯债A,鑫元添利三个月定开债,鑫元瑞利定期开放债券,鑫元永利债券,鑫元全利一年定开债A,鑫元全利一年定开债C,鑫元荣利三个月定开债,鑫元安睿三年定开债,鑫元一年中高等级债,鑫元安硕两年定开债,鑫元锦利一年定开债,鑫元乾利债券",550,8222000000.0,7.3,13
371,30298944,葛鹤军,80000227,长盛基金,"003102,003103,003199,003200,006902,006903,010580","长盛盛裕纯债A,长盛盛裕纯债C,长盛盛琪一年债券A,长盛盛琪一年债券C,长盛安鑫中短债A,长盛安鑫中短债C,长盛稳鑫63个月定开债",2299,9827000000.0,27.36,7
372,30273057,高海宁,80560381,凯石基金,"008433,008434","凯石岐短债A,凯石岐短债C",817,54000000.0,11.81,2
373,30733442,顾弘原,80161341,财通基金,"006658,006659","财通中证香港红利等权指数A,财通中证香港红利等权指数C",19,23000000.0,0.66,2
374,30040233,过钧,80000226,博时基金,"002095,002096,006727,006728,010904,010905,010924,050011,050111","博时新收益A,博时新收益C,博时中债3-5进出口行A,博时中债3-5进出口行C,博时双季鑫6个月持有混合A,博时双季鑫6个月持有混合C,博时双季鑫6个月持有混合B,博时信用债券A/B,博时信用债券C",6143,6859000000.0,252.57,9
375,30192538,郭杰,80000229,易方达基金,"001076,001382,007548,010196,010197","易方达改革红利混合,易方达国企改革混合,易方达ESG责任投资股票,易方达核心优势股票A,易方达核心优势股票C",3015,11592000000.0,161.4,5
376,30719032,高洁,80548351,格林基金,"004865,004866,010145,010146","格林货币A,格林货币B,格林中短债债券A,格林中短债债券C",194,2380000000.0,2.04,4
377,30664842,宫健,80000068,方正证券,"970018,970019","方正证券金港湾六个月持有债券A,方正证券金港湾六个月持有债券C",147,189000000.0,1.01,2
378,30725568,关键,80106677,民生加银基金,"000067,000068,002455,004710,007749,690002,690006,690202,690206","民生加银转债优选A,民生加银转债优选C,民生加银鑫喜混合,民生加银鹏程混合A,民生加银鹏程混合C,民生增强收益债券A,民生加银信用双利债券A,民生增强收益债券C,民生加银信用双利债券C",112,6195000000.0,3.06,9
379,30655716,龚佳佳,80065990,建信基金,"005873,005874,159835,159846,159891,159897,159956,159978,512530,513680,515560,516680","建信创业板ETF联接A,建信创业板ETF联接C,建信中证创新药产业ETF,建信中证1000ETF,建信中证全指医疗保健设备与服务ETF,建信中证物联网主题ETF,建信创业板ETF,建信中证沪港深粤港澳大湾区发展主题ETF,建信沪深300红利ETF,建信港股通恒生中国ETF,建信中证全指证券公司ETF,建信中证细分有色金属产业ETF",843,2645000000.0,104.38,12
380,30075049,盖俊龙,80385906,红土创新基金,"010434,168401","红土创新医疗保健股票,红土创新转型精选灵(LOF)",2216,52000000.0,135.92,2
381,30682744,郭纪亭,80068180,诺德基金,"003561,003562,007152,570005","诺德成长精选A,诺德成长精选C,诺德策略精选,诺德成长优势混合",628,1169000000.0,64.77,4
382,30519597,郭建新,80086876,金元顺安基金,"004093,007115","金元顺安桉盛债券A,金元顺安桉盛债券C",1602,147000000.0,17.7,2
383,30316128,高靖瑜,80037023,华富基金,"000757,001563,410006","华富智慧城市灵活配置混合,华富健康文娱灵活配置混合,华富策略精选混合",2373,77000000.0,71.81,3
384,30699498,耿嘉洲,80000240,万家基金,006281,万家人工智能混合,396,172000000.0,90.31,1
385,30382326,郭堃,80000227,长盛基金,"009800,009801,010155,010156,010885,010886,160813,519039","长盛制造精选混合A,长盛制造精选混合C,长盛核心成长混合A,长盛核心成长混合C,长盛优势企业精选混合A,长盛优势企业精选混合C,长盛同盛成长优选(LOF),长盛同德主题混合",1845,5531000000.0,89.07,8
386,30435557,归凯,80000223,嘉实基金,"000595,000751,001759,009137,009795,010186,010187,070002,070022","嘉实泰和混合,嘉实新兴产业股票,嘉实成长增强混合,嘉实瑞和两年持有期混合,嘉实远见精选两年持有期混合,嘉实核心成长混合A,嘉实核心成长混合C,嘉实增长混合,嘉实领先成长混合",1922,49446000000.0,221.64,9
387,30718927,高凯,80560392,博道基金,010404,博道盛利6个月持有期混合,172,577000000.0,3.03,1
388,30324814,葛兰,80065113,中欧基金,"001000,003095,003096,006228,006229,009776,009777,011435,011436","中欧明睿新起点混合,中欧医疗健康混合A,中欧医疗健康混合C,中欧医疗创新股票A,中欧医疗创新股票C,中欧阿尔法混合A,中欧阿尔法混合C,中欧研究精选混合A,中欧研究精选混合C",2168,70538000000.0,335.05,9
389,30674079,高兰君,80043374,国联安基金,"001007,004076,006568","国联安鑫安灵活配置混合,国联安锐意成长混合,国联安行业领先混合",724,602000000.0,120.2,3
390,30352218,龚丽丽,80045188,申万菱信基金,"007800,007983,007984,010531,163115,163116,163118,310398,510600,515200","申万菱信沪深300价值指数C,申万菱信中证研发创新100ETF联接A,申万菱信中证研发创新100ETF联接C,申万中证申万电子行业投资指数(LOF)C,申万菱信中证军工指数(LOF),申万中证申万电子行业投资指数(LOF)A,申万菱信中证申万医药生物指数(LOF),申万菱信沪深300价值指数A,申万菱信上证50ETF,申万菱信中证研发创新100ETF",2065,3254000000.0,103.58,10
391,30639816,郭敏,80036782,招商基金,"003265,003266,003859,003860,004780,005719,006629,006630,008774,008775,010753","招商招坤纯债A,招商招坤纯债C,招商招旭纯债A,招商招旭纯债C,招商招利一年理财债券,招商招诚定开债发起式,招商鑫悦中短债A,招商鑫悦中短债C,招商鑫福中短债A,招商鑫福中短债C,招商招旭纯债D",920,22722000000.0,13.67,11
392,30561920,高楠,80560380,恒越基金,"006049,006299,007192,007193,010622,010623,010701,010702,011416,011417","恒越研究精选混合A/B,恒越核心精选混合A,恒越研究精选混合C,恒越核心精选混合C,恒越成长精选混合A,恒越成长精选混合C,恒越内需驱动混合A,恒越内需驱动混合C,恒越嘉鑫债券A,恒越嘉鑫债券C",1179,6033000000.0,83.36,10
393,30574693,郭乃幸,80145102,东方红资产管理,"010862,910006,910024","东方红启阳三年持有混合B,东方红启盛三年持有混合A,东方红启阳三年持有混合A",91,-100000000.0,14.42,3
394,30732729,高鹏,80368700,兴银基金,001339,兴银鼎新灵活配置混合,26,46000000.0,7.04,1
395,30716016,高鹏飞,80205264,江信基金,"002630,002631","江信瑞福灵活配置混合A,江信瑞福灵活配置混合C",231,25000000.0,25.21,2
396,30132847,谷琦彬,80041198,天弘基金,"007202,011851,011852,420001,420005","天弘优质成长企业,天弘先进制造混合A,天弘先进制造混合C,天弘精选混合,天弘周期策略混合",1137,2095000000.0,116.13,5
397,30732568,葛沁沁,80366080,上银基金,"009851,010639,011529","上银聚远盈42个月定开债券,上银聚远鑫87个月定开债,上银慧兴盈债券",31,16293000000.0,0.32,3
398,30565979,葛秋石,80000229,易方达基金,110009,易方达价值精选混合,1172,3634000000.0000005,132.92,1
399,30081372,高群山,80036742,兴证全球基金,"008452,008453","兴全恒鑫债券A,兴全恒鑫债券C",817,528000000.0,14.63,2
400,30176884,郭锐,80036782,招商基金,"002249,009362,009363,009695,009696,217009,217010","招商境远灵活配置混合,招商丰盈积极配置混合A,招商丰盈积极配置混合C,招商成长精选一年定开混合A,招商成长精选一年定开混合C,招商核心价值混合,招商大盘蓝筹混合",3261,7147000000.0,160.75,7
401,30099536,郭睿,80065113,中欧基金,"002621,002697,005620,005621,010336,010337,010852,010853","中欧消费主题股票A,中欧消费主题股票C,中欧品质消费股票A,中欧品质消费股票C,中欧悦享生活混合A,中欧悦享生活混合C,中欧内需成长混合A,中欧内需成长混合C",1219,11887000000.0,143.27,8
402,30665215,顾柔刚,80000230,鹏华基金,"006792,011386,160644","鹏华港美互联股票美元现汇,鹏华红利优选混合,鹏华港美互联股票人民币",786,493000000.0,62.01,3
403,30324924,高松,80106677,民生加银基金,"000884,002547,007965,007966,009898,690001","民生加银优选股票,民生加银养老服务混合,民生加银品质消费股票A,民生加银品质消费股票C,民生加银医药健康股票,民生加银品牌蓝筹混合",2184,1564000000.0,170.28,6
404,30466653,关山,80000231,融通基金,"001150,001152,002605,161609","融通互联网传媒灵活配置混合,融通新区域新经济灵活配置混合,融通新消费灵活配置混合,融通动力先锋混合",1837,3082000000.0,109.22,4
405,30570998,高圣,80280395,兴业基金,002597,兴业成长动力混合,1200,342000000.0,68.33,1
406,30674011,高诗,80043374,国联安基金,007305,国联安新科技混合,626,274000000.0,97.51,1
407,30699716,郭思洁,80000226,博时基金,"001545,001578,001911,001961,001993,002140,002143,002466,002568,002578,002754,002755,002970,003207,003268,003651,003730,004601,004689,007513,007517,008117","博时裕嘉纯债3个月定开债,博时裕瑞纯债债券,博时裕恒纯债债券,博时裕荣纯债债券,博时裕泰纯债债券,博时裕诚纯债债券,博时裕坤3个月定开债,博时裕新纯债,博时裕发纯债,博时裕泉纯债债券,博时裕创纯债,博时裕盛纯债债券,博时裕昂纯债债券,博时富发纯债,博时悦楚纯债,博时丰达纯债6个月定开债,博时富华纯债债券,博时富腾纯债债券,博时丰庆纯债债券,博时富丰3个月定开债,博时富淳3个月定开债,博时稳欣39个月定开债",397,49464000000.0,4.25,22
408,30709337,郭思捷,80000235,银华基金,"002307,180028","银华多元视野灵活配置混合,银华永祥灵活配置混合",320,704000000.0,19.02,2
409,30715845,耿帅军,80365986,中金基金,"003015,003016,003578,003579,006341,006342,008519,008520,501060,501061,515910","中金沪深300A,中金中证500A,中金中证500C,中金沪深300C,中金MSCI质量A,中金MSCI质量C,中金中证沪港深优选消费50指数A,中金中证沪港深优选消费50指数C,中金优选300指数(LOF)A,中金优选300指数(LOF)C,中金MSCI中国A股国际质量ETF",235,1994000000.0000002,20.07,11
410,30675741,龚涛,80000220,南方基金,"004346,005691,160137,202021,202211,510160,516160","南方小康ETF联接C,南方中证100指数C,南方中证互联网指数(LOF),南方小康ETF联接A,南方中证100指数A,中证南方小康产业指数ETF,南方中证新能源ETF",703,3315000000.0,52.39,7
411,30056788,龚炜,80037023,华富基金,"007713,410001","华富科技动能混合,华富竞争力优选混合",4049,412000000.0,252.98,2
412,30724384,郭玮羚,80000225,大成基金,"008988,008989,090009","大成科技创新混合A,大成科技创新混合C,大成行业轮动混合",139,469000000.00000006,0.02,3
413,30524752,高文庆,80000250,华宝基金,"000678,001893,002111,006947,006948,007116,007435,240006,240007,511990","华宝现金宝货币E,华宝现金添益B,华宝新起点混合,华宝中短债债券A,华宝中短债债券C,华宝政金债债券,华宝宝怡债券,华宝现金宝货币A,华宝现金宝货币B,华宝现金添益A",1550,238936000000.0,39.38,10
414,30292544,宫雪,80102419,国金基金,"002155,005443,006189,006195,167601,501000,501072,502020","国金鑫瑞灵活配置混合,国金量化多策略混合,国金量化添利,国金量化多因子,国金沪深300指数增强,国金鑫新灵活配置(LOF),国金红利增强,国金上证50指数增强(LOF)",2880,224000000.00000003,116.25,8
415,30523990,高欣,80053708,汇添富基金,"004419,004420,004421,004422","汇添富美元债债券人民币A,汇添富美元债债券人民币C,汇添富美元债债券美元现汇A,汇添富美元债债券美元现汇C",1516,366000000.0,14.89,4
416,30574713,高翔,80000248,广发基金,"003819,005778,007598,008130,008363,008606,008607","广发景华纯债,广发汇元纯债定开债,广发民玉纯债,广发汇优66个月定期开放债券,广发民丰一年定期开放债券,广发汇择一年定开债A,广发汇择一年定开债C",1158,18455000000.0,51.3,7
417,30725821,高鑫,80355783,国寿安保基金,"000668,000669,004301,004302,008873,008874","国寿安保尊享债券A,国寿安保尊享债券C,国寿安保稳信混合A,国寿安保稳信混合C,国寿安保尊诚纯债A,国寿安保尊诚纯债C",105,1957000000.0,1.55,6
418,30567866,郭相博,80041198,天弘基金,"001558,001559,010654,010655","天弘医疗健康混合A,天弘医疗健康混合C,天弘医药创新A,天弘医药创新C",1243,1745000000.0,170.04,4
419,30702096,顾鑫峰,80000222,华夏基金,"009697,009698","华夏成长精选6个月定开混合A,华夏成长精选6个月定开混合C",367,1987000000.0,24.6,2
420,30633262,郭晓晖,80049689,诺安基金,"005547,005548","诺安圆鼎定开债,诺安鑫享定开债发起式",930,5778000000.0,12.87,2
421,30476984,郭晓林,80000226,博时基金,"001125,006813,011938,011939,160529","博时互联网主题灵活配置混合,博时汇悦回报混合,博时新能源汽车主题混合A,博时新能源汽车主题混合C,博时创业板两年定开混合",1790,1859000000.0,117.74,5
422,30682369,郭雪松,80064225,工银瑞信基金,"000184,000185,001650,001722,002233","工银添福债券A,工银添福债券B,工银丰收回报灵活配置混合A,工银银和利混合,工银丰收回报灵活配置混合C",637,1244000000.0,46.4,5
423,30517490,国晓雯,80075936,中邮基金,"001224,002475,002620,007777,008980,008981,009488,009489,590002","中邮新思路灵活配置混合,中邮睿利增强债券,中邮未来新蓝筹混合,中邮研究精选混合,中邮科技创新精选混合A,中邮科技创新精选混合C,中邮价值精选混合A,中邮价值精选混合C,中邮核心成长混合",1617,9836000000.0,193.07,9
424,30331914,高宇,80000236,宝盈基金,"001358,005846,006387,006388,006572,007575,008684,008685,008710,008711,009419,009420,213007,213917","宝盈祥泰混合A,宝盈盈泰纯债债券A,宝盈安泰短债债券A,宝盈安泰短债债券C,宝盈盈泰纯债债券C,宝盈祥泰混合C,宝盈盈旭纯债债券A,宝盈盈旭纯债债券C,宝盈盈顺纯债债券A,宝盈盈顺纯债债券C,宝盈祥明一年定开混合A,宝盈祥明一年定开混合C,宝盈增强收益债券A/B,宝盈增强收益债券C",1798,2384000000.0,23.78,14
425,30356856,高源,80000240,万家基金,"005400,005401,006085,009688,010054,010055,161910,519193","万家潜力价值灵活配置混合A,万家潜力价值灵活配置混合C,万家新机遇价值驱动C,万家鑫动力月月购一年滚动混合,万家健康产业混合A,万家健康产业混合C,万家新机遇价值驱动A,万家消费成长",2046,4956000000.0,153.18,8
426,30514458,高永,80366080,上银基金,"005431,007390,009284,009577,010899,011504,011505","上银聚增富定期开放债券,上银中债1-3年农发行债券指数,上银慧丰利债券,上银聚永益一年定开债券,上银慧恒收益增强债券,上银丰益混合A,上银丰益混合C",1630,4274000000.0,13.57,7
427,30515278,高远,80000243,长信基金,519995,长信金利趋势混合,1623,1811000000.0,116.99,1
428,30565377,顾钰,80068180,诺德基金,"004987,005293,005294,570006","诺德新享灵活配置混合,诺德新旺,诺德新宜灵活配置混合,诺德中小盘混合",1265,715000000.0,47.49,4
429,30674082,高莺,80168726,平安基金,"007238,007239,010643,011557,011684","平安养老2035(FOF)A,平安养老2035(FOF)C,平安养老2025一年持有期混合(FOF),平安稳健养老一年持有期混合(FOF),平安养老2045五年持有混合(FOF)",725,1566000000.0,43.25,5
430,30704088,郭盈,80000230,鹏华基金,"001188,004986","鹏华改革红利股票,鹏华策略回报混合",356,907000000.0,39.88,2
431,30283490,高义,80145102,东方红资产管理,"010821,011312,910011,910017","东方红多元策略混合B,东方红启瑞三年持有混合B,东方红启瑞三年持有混合A,东方红多元策略混合A",161,75000000.0,13.56,4
432,30725630,甘源,80294346,太平基金,"003398,003399,004330,004331","太平日日金货币A,太平日日金货币B,太平日日鑫货币A,太平日日鑫货币B",112,6640000000.000001,0.7,4
433,30282674,郭羽,10000018,中信证券,"900017,900057","中信增益十八个月持有债券A,中信增益十八个月持有债券C",89,-100000000.0,0.02,2
434,30733030,郭瑜,80365986,中金基金,508056,中金普洛斯REITs,7,-100000000.0,0.0,1
435,30080910,高勇标,80168726,平安基金,"003487,004826,004827,004828,005895,006544,006851,007935,007936,008594,010056,010057,011809,011810","平安惠融纯债,平安惠悦纯债,平安中短债债券A,平安中短债债券C,平安合丰定开债,平安惠聚纯债债券,平安中短债债券E,平安惠澜纯债A,平安惠澜纯债C,平安合润定开债,平安瑞兴一年定开混合A,平安瑞兴一年定开混合C,平安瑞福一年定开债A,平安瑞福一年定开债C",1448,7470000000.0,19.57,14
436,30551982,顾宇笛,80404701,财通资管,"004900,004901,005684,005685,005686,008766,008767,009552,009553,011084,011085","财通资管鑫锐混合A,财通资管鑫锐混合C,财通鸿睿12个月定开债A,财通鸿睿12个月定开债C,财通瑞享12个月定开,财通资管鸿盛12个月定开债券A,财通资管鸿盛12个月定开债券C,财通资管丰乾39个月定开债A,财通资管丰乾39个月定开债C,财通资管新添益6个月持有期混合A,财通资管新添益6个月持有期混合C",1385,5039000000.0,28.57,11
437,30702034,高延龙,80538609,渤海汇金,"004786,004787,005427,009836,010848","渤海汇金汇添金货币A,渤海汇金汇添金货币B,渤海汇金汇增利3个月定开,渤海汇金汇裕87个月定开债,渤海汇金兴荣一年定期开放债券",375,8498999999.999999,2.17,5
438,30054653,顾耀强,80053708,汇添富基金,"000762,008140,010854,010855,011271,011272,012498,012499,470008,519018","汇添富绝对收益定开混合A,汇添富绝对收益定开混合C,添富沪深300基本面增强指数A,添富沪深300基本面增强指数C,汇添富价值成长均衡投资混合A,汇添富价值成长均衡投资混合C,汇添富中证500基本面增强指数A,汇添富中证500基本面增强指数C,汇添富策略回报混合,汇添富均衡增长混合",4192,41837000000.0,341.64,10
439,30075270,桂跃强,80061674,泰康资产,"001910,002767,004340,005523,005524,006111,009240,009285,009286,010536,010537","泰康新机遇混合,泰康宏泰回报混合,泰康兴泰回报沪港深混合,泰康颐年混合A,泰康颐年混合C,泰康弘实3月定开混合,泰康蓝筹优势一年持有股票,泰康招泰尊享一年持有期混合A,泰康招泰尊享一年持有期混合C,泰康优势企业混合A,泰康优势企业混合C",3517,24140000000.0,109.17,11
440,30529017,高钥群,80000228,华安基金,"001581,519909","华安沪港深通精选灵活配置混合,华安安顺混合",1512,1918000000.0,167.29,2
441,30528262,高峥,80000246,海富通基金,"519139,519601,519602","海富通沪港深灵活配置混合,海富通中国海外混合,海富通大中华混合(QDII)",1386,426999999.99999994,61.42,3
442,30570417,郜哲,80037023,华富基金,"006451,006452,007846,007847,008020,008021,008340,008341,012445,410008,410010,515980,516980","华富恒定久期国开债A,华富恒定久期国开债C,华富中债-0-5年中高等级信用债指数A,华富中债-0-5年中高等级信用债指数C,华富中证人工智能产业ETF联接A,华富中证人工智能产业ETF联接C,华富中债-安徽信用债A,华富中债-安徽信用债C,华富新能源股票型发起式,华富中证100指数,华富中小企业100指数增强,华富中证人工智能产业ETF,华富中证证券公司先锋策略ETF",1207,2504000000.0,66.88,13
443,30688196,郭智,80351345,中加基金,"007673,008930","中加安瑞稳健养老一年(FOF),中加安瑞平衡养老三年(FOF)",451,113999999.99999999,13.12,2
444,30366472,官泽帆,80000229,易方达基金,"002216,002217,012080,012081,110030","易方达量化策略A,易方达量化策略C,易方达中证500指数量化增强A,易方达中证500指数量化增强C,易方达沪深300量化增强",1724,1438000000.0,96.48,5
